Frame,Left_Pelvis_Height,Right_Pelvis_Height,Pelvis_Width,Left_Thigh,Right_Thigh,Left_Shank,Right_Shank,Left_Foot,Right_Foot,Left_Torso_Height,Right_Torso_Height,Torso_Width,Left_Upper_Arm,Right_Upper_Arm,Left_Lower_Arm,Right_Lower_Arm
0,0.183138,0.183138,0.154520,0.409628,0.409628,0.396498,0.396498,0.137552,0.137552,0.408563,0.408563,0.340000,0.286733,0.286733,0.252475,0.252475
